Bus_Name,Bus_Type,Departure_Time,Arrival_Time,Duration,Fare,Rating,Seat_Availability,Bus_Link,Bus_Route
Kadamba Transport Corporation Limited (KTCL) - 89821,A/C Sleeper (2+1),19:00,07:10,12h 10m,1000,3.7,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:00,08:05,11h 05m,399,4.4,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:30,08:20,10h 50m,605,4.2,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Travels,Bharat Benz A/C Sleeper (2+1),21:00,08:30,11h 30m,699,4.4,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Travels,Non A/C Seater / Sleeper (2+1),21:15,07:45,10h 30m,349,4.2,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),21:00,10:15,13h 15m,960,4.2,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Atmaram Gobus,VE A/C Sleeper (2+1),22:30,08:45,10h 15m,660,4.6,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
IntrCity SmartBus,AC Sleeper (2+1),21:55,08:20,10h 25m,649,4.0,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:30,09:15,10h 45m,605,4.3,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Amrutyog,A/C Sleeper (2+1),22:00,08:00,10h 00m,699,4.3,,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Kadamba Transport Corporation Limited (KTCL) - 89820,A/C Sleeper (2+1),19:00,07:00,12h 00m,900,3.3,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,06:30,10h 00m,699,4.5,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,10:00,11h 30m,1049,4.4,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
AdIndumati Travels,A/C Sleeper (2+1),21:00,07:00,10h 00m,1140,4.2,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Amrutyog Travels,A/C Sleeper (2+1),19:00,06:22,11h 22m,899,4.1,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,06:30,10h 30m,500,4.3,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),21:16,07:31,10h 15m,950,4.0,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:00,08:55,10h 55m,959,4.3,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,09:30,11h 30m,1040,4.1,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,AC Sleeper (2+1),18:30,05:25,10h 55m,1000,4.3,,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Kadamba Transport Corporation Limited (KTCL) - 97386,Volvo AC Seater Pushback 2+2,17:05,06:00,12h 55m,800,3.7,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),17:00,09:10,16h 10m,699,4.3,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),14:30,07:30,17h 00m,710,4.1,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
AdIntrCity SmartBus,AC Sleeper (2+1),20:55,10:45,13h 50m,699,4.0,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:55,09:35,13h 40m,699,4.2,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),16:00,08:20,16h 20m,649,4.2,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Jolly Tours and Travels,VE A/C Sleeper (2+1),18:35,07:05,12h 30m,1000,4.0,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
AdDolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),13:15,06:15,17h 00m,810,4.2,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Vaibhav travels,A/C Sleeper (2+1),18:00,12:00,18h 00m,540,3.8,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),19:35,09:50,14h 15m,699,4.3,,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Sunrise Tours and Travels,A/C Sleeper (2+1),21:20,10:15,12h 55m,999,4.5,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
IntrCity SmartBus,AC Sleeper (2+1),21:30,11:20,13h 50m,1163,4.3,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sunrise Tours and Travels,A/C Sleeper (2+1),20:15,08:45,12h 30m,1099,4.6,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
AdJolly Tours and Travels,A/C Sleeper (2+1),21:00,09:00,12h 00m,800,2.5,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),22:20,11:15,12h 55m,1000,4.1,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Intercity travels,Bharat Benz A/C Sleeper (2+1),21:00,10:15,13h 15m,1099,4.3,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),21:00,10:00,13h 00m,1000,4.3,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
AdJolly Tours and Travels,A/C Sleeper (2+1),20:45,07:45,11h 00m,750,3.2,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
IntrCity SmartBus,AC Sleeper (2+1),20:30,10:40,14h 10m,836,4.1,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Shanta Travels,NON A/C Sleeper (2+1),17:45,08:45,15h 00m,810,4.0,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Butterfly Holidays,VE A/C Sleeper (2+1),21:20,10:00,12h 40m,3999,4.8,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,A/C Sleeper (2+1),22:15,11:15,13h 00m,900,3.1,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),18:00,07:00,13h 00m,700,3.1,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),20:30,10:00,13h 30m,700,3.3,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Sugama Tourist,NON A/C Sleeper (2+1),20:30,08:45,12h 15m,900,3.9,,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Shanta Travels,NON A/C Sleeper (2+1),18:15,07:30,13h 15m,1010,4.1,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Jolly Tours and Travels,A/C Sleeper (2+1),18:30,07:00,12h 30m,1300,4.4,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Streamline tours and travels,A/C Sleeper (2+1),18:00,06:30,12h 30m,2920,4.2,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,07:15,13h 15m,1799,4.6,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
IntrCity SmartBus,AC Sleeper (2+1),19:00,08:35,13h 35m,2437,4.2,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Butterfly Holidays,VE A/C Sleeper (2+1),17:55,06:55,13h 00m,3999,5.0,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,A/C Sleeper (2+1),17:00,07:00,14h 00m,1000,3.1,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Streamline tours and travels,A/C Sleeper (2+1),19:00,07:30,12h 30m,1730,3.9,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,07:30,14h 00m,900,3.5,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Sea Bird Tourist,A/C Sleeper (2+1),20:30,09:30,13h 00m,1400,3.3,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Kadamba Transport Corporation Limited (KTCL) - 116186,Volvo AC Seater 2+2,18:30,08:00,13h 30m,800,3.8,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Vailankanni Travels - Mujawar,NON A/C Sleeper (2+1),19:40,09:00,13h 20m,900,4.3,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),19:30,10:30,15h 00m,1000,4.5,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,06:15,14h 45m,1450,4.2,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,VE A/C Sleeper (2+1),20:35,13:25,16h 50m,1035,4.7,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,VE A/C Sleeper (2+1),19:40,12:50,17h 10m,811,4.3,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
"National Travels,Goa",NON A/C Sleeper (2+1),18:30,07:30,13h 00m,799,4.2,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
"National Travels,Goa",A/C Sleeper (2+1),19:30,10:30,15h 00m,1000,4.0,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:15,12:00,17h 45m,990,4.2,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00,03:15,13h 15m,1699,4.2,,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,10:00,12h 45m,735,3.5,,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,05:00,09h 15m,999,2.7,,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:30,10h 45m,899,2.7,,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:00,10h 15m,999,2.7,,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,07:00,12h 00m,735,3.3,,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,05:15,08h 45m,699,2.7,,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:00,05:15,10h 15m,629,2.7,,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:00,05:15,10h 15m,699,2.7,,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,10:00,14h 00m,850,3.7,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),23:15,08:00,08h 45m,1250,2.7,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
S R Travels,A/C Seater/Sleeper (2+1),18:45,07:00,12h 15m,700,2.6,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,05:00,11h 00m,999,2.7,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,06:30,12h 30m,899,2.7,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:00,06:00,12h 00m,999,2.7,,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30,15:15,01h 45m,200,3.5,38,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,17:15,01h 45m,200,4.1,41,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,20:00,01h 30m,200,3.7,42,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,02:30,07h 30m,420,3.8,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Neeta tours and travels,AC Sleeper (2+1),12:30,19:00,06h 30m,550,3.4,13,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Shri Ganesh Travels,A/C Seater (2+2),14:00,20:00,06h 00m,300,3.6,32,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),15:40,21:45,06h 05m,650,4.6,4,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),17:30,23:50,06h 20m,650,4.5,8,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,01:30,06h 30m,599,4.1,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Vaibhav Travels,A/C Sleeper (2+1),20:00,06:12,10h 12m,600,3.8,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,01:30,05h 30m,500,3.3,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,02:20,05h 50m,699,4.6,,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Manish Travels,NON A/C Seater (2+2),16:45,23:55,07h 10m,500,1.8,18,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,08:30,13h 30m,850,3.0,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),17:30,04:15,10h 45m,1654,3.8,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,04:30,09h 30m,1550,3.5,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),15:40,03:00,11h 20m,1351,4.1,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Sharma Travels,AC Sleeper (2+1),15:00,02:00,11h 00m,1619,3.8,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
S R Travels,A/C Seater/Sleeper (2+1),20:30,07:30,11h 00m,600,2.4,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,07:00,10h 30m,699,2.7,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:00,07:00,12h 00m,629,2.7,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:00,07:00,12h 00m,699,2.7,,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:00,09h 00m,490,3.7,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:40,09h 40m,600,3.7,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:00,03:00,08h 00m,629,2.7,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:00,03:00,08h 00m,699,2.7,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,03:00,06h 30m,699,2.7,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
URL Travels,A/C Sleeper (2+1),12:10,18:20,06h 10m,1999,,30,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,01:30,06h 30m,1550,1.2,,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45,15:30,01h 45m,200,3.8,41,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,17:30,01h 30m,200,4.6,42,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,06:05,11h 05m,675,3.8,,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,02:00,07h 00m,1550,2.4,,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45,10:00,12h 15m,675,3.1,,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),13:30,14:40,01h 10m,200,4.1,45,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 161587,A/C Seater (2+1),14:45,16:10,01h 25m,200,4.1,15,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:40,01h 10m,200,4.3,47,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 161582,A/C Seater (2+1),15:00,16:15,01h 15m,200,3.1,15,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159066,A/C Seater (2+3),16:30,17:45,01h 15m,200,3.1,47,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,Calangute (goa) to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),12:30,13:00,00h 30m,150,3.0,47,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158948,A/C Seater (2+3),14:00,14:30,00h 30m,150,3.5,47,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:00,17:00,02h 00m,400,4.8,48,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 161582,A/C Seater (2+1),15:45,16:15,00h 30m,150,3.7,15,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:55,17:00,01h 05m,200,2.5,48,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159066,A/C Seater (2+3),17:14,17:45,00h 31m,150,3.7,47,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:30,09h 30m,505,3.2,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:42,09h 42m,600,3.7,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
URL Travels,A/C Sleeper (2+1),12:25,18:30,06h 05m,1999,,30,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,01:30,06h 30m,1550,2.6,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,03:15,06h 45m,699,2.7,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:00,03:15,08h 15m,629,2.7,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:00,03:15,08h 15m,699,2.7,,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,14:00,15:15,01h 15m,150,3.7,40,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),16:00,17:15,01h 15m,150,3.7,41,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),19:00,20:00,01h 00m,150,3.7,42,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),12:30,14:30,02h 00m,400,4.9,47,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 158996,A/C Seater (2+3),12:30,13:25,00h 55m,200,3.7,47,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),13:30,14:00,00h 30m,150,3.7,45,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 161587,A/C Seater (2+1),14:45,15:15,00h 30m,150,3.7,15,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,18:00,02h 00m,400,4.9,47,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,16:25,00h 25m,150,3.7,47,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:00,00h 30m,150,3.7,47,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 161590,A/C Seater (2+1),20:00,20:30,00h 30m,150,3.7,15,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 159016,A/C Seater (2+3),21:00,23:00,02h 00m,400,4.9,47,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 159016,A/C Seater (2+3),21:00,21:55,00h 55m,200,3.7,47,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 132897,Non AC Seater (2+2),23:00,08:00,09h 00m,450,2.7,,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),23:45,08:00,08h 15m,700,3.6,,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),12:30,13:00,00h 30m,150,3.0,47,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158948,A/C Seater (2+3),14:00,14:30,00h 30m,150,3.5,47,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:00,17:00,02h 00m,400,4.8,48,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 161582,A/C Seater (2+1),15:45,16:15,00h 30m,150,3.7,15,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:55,17:00,01h 05m,200,2.5,48,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 159066,A/C Seater (2+3),17:14,17:45,00h 31m,150,3.7,47,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 99707,AC Seater (2+2),13:45,14:46,01h 01m,150,3.7,41,https://www.redbus.in/bus-tickets/goa-airport-to-goa,Goa Airport to Goa
Atmaram Gobus,VE A/C Sleeper (2+1),22:30,07:00,08h 30m,1150,4.9,,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
